species_id	common_name	scientific_name	species_num_cd
WHHA	White Hawk	Leucopternis albicollis	
WHIB	White Ibis	Eudocimus albus	184
WHIM	Whimbrel	Numenius phaeopus	265
WHIW	Whistling Warbler	Catharopeza bishopi	
WHOS	Whooper Swan	Cygnus cygnus	179
WHSO	Whiskered Screech-Owl	Megascops trichopsis	373.10000000000002
WHST	Whiskered Tern	Chlidonias hybrida	
WHSW	Whistling Swan	Cygnus c. columbianus	180
WHTT	White Tern	Gygis alba	
WHWA	White Wagtail	Motacilla alba	694
WHWO	White-headed Woodpecker	Picoides albolarvatus	399
WHWR	White-headed Wren	Campylorhynchus albobrunneus	
WIFL	Willow Flycatcher	Empidonax traillii	466
WILL	Willet	Tringa semipalmata	258
WILW	Willow Warbler	Phylloscopus trochilus	
WIPH	Wilson's Phalarope	Phalaropus tricolor	224
WIPL	Wilson's Plover	Charadrius wilsonia	280
WIPT	Willow Ptarmigan	Lagopus lagopus	
WISA	Williamson's Sapsucker	Sphyrapicus thyroideus	404
WISN	Wilson's Snipe	Gallinago delicata	230
WISP	Wilson's Storm-Petrel	Oceanites oceanicus	109
WITU	Wild Turkey	Meleagris gallopavo	310
WIWA	Wilson's Warbler	Wilsonia pusilla	685
WIWD	West Indian Whistling-Duck	Dendrocygna arborea	177.09999999999999
WIWO	West Indian Woodpecker	Melanerpes superciliaris	409.19999999999999
WIWR	Winter Wren	Troglodytes troglodytes	722
WLGN	White-lored Gnatcatcher	Polioptila albiloris	
WLTA	White-lined Tanager	Tachyphonus rufus	
WMBH	Western X Mountain Bluebird Hybrid	Sialia mex. x currucoid.	
WMCH	West Mexican Chachalaca	Ortalis poliocephala	
WMHA	Western Marsh Harrier	Circus aeruginosus	
WNBF	White-naped Brush-Finch	Atlapetes albinucha	
WNCR	White-necked Crow	Corvus leucognaphalus	487.10000000000002
WNJA	White-necked Jacobin	Florisuga mellivora	
WNPE	White-necked Petrel	Pterodroma cervicalis	
WNPU	White-necked Puffbird	Notharchus macrorhynchos	
WNSW	White-naped Swift	Streptoprocne semicollaris	
WODU	Wood Duck	Aix sponsa	144
WOSA	Wood Sandpiper	Tringa glareola	
WOSP	Worthen's Sparrow	Spizella wortheni	564
WOST	Wood Stork	Mycteria americana	188
WOTH	Wood Thrush	Hylocichla mustelina	755
WOWA	Wood Warbler	Phylloscopus sibilatrix	747.29999999999995
WPWA	Western Palm Warbler	Dendroica p. palmarum	672
WPWI	Whip-poor-will	Caprimulgus vociferus	417
WREN	Wrentit	Chamaea fasciata	742
WRET	Wrenthrush	Zeledonia coronata	
WRFL	White-ringed Flycatcher	Conopias albovittatus	
WRMA	White-ruffed Manakin	Corapipo altera	
WRSA	White-rumped Sandpiper	Calidris fuscicollis	240
WRSH	White-rumped Shama	Copsychus malabaricus	769
WRSP	Wedge-rumped Storm-Petrel	Oceanodroma tethys	106.3
WSLA	Western Slaty-Antshrike	Thamnophilus atrinucha	
WSTA	White-shouldered Tanager	Tachyphonus luctuosus	
WSWO	White-striped Woodcreeper	Lepidocolaptes leucogaster	
WTAH	White-tailed Hummingbird	Eupherusa poliocerca	
WTAT	White-tailed Trogon	Trogon viridis	
WTCR	White-throated Crake	Laterallus albigularis	
WTDO	White-tipped Dove	Leptotila verreauxi	318
WTEA	White-tailed Eagle	Haliaeetus albicilla	
WTEM	White-tailed Emerald	Elvira chionura	
WTFL	White-throated Flycatcher	Empidonax albigularis	
WTGF	Wedge-tailed Grass-Finch	Emberizoides herbicola	
WTGS	White-thighed Swallow	Neochelidon tibialis	
WTHA	White-tailed Hawk	Buteo albicaudatus	341
WTHH	Wine-throated Hummingbird	Atthis ellioti	
WTJA	White-throated Jay	Cyanolyca mirabilis	
WTKI	White-tailed Kite	Elanus leucurus	328
WTMG	White-throated Mountain-gem	Lampornis castaneoventris	
WTMJ	White-throated Magpie-Jay	Calocitta formosa	
WTNE	White-throated Needletail	Hirundapus caudacutus	
WTNI	White-tailed Nightjar	Caprimulgus cayennensis	
WTPT	White-tailed Ptarmigan	Lagopus leucura	304
WTRO	White-throated Robin	Turdus assimilis	
WTRS	White-throated Spadebill	Platyrinchus mystaceus	
WTSA	Wedge-tailed Sabrewing	Campylopterus curvipennis	
WTSH	Wedge-tailed Shearwater	Puffinus pacificus	96.099999999999994
WTSI	White-tipped Sicklebill	Eutoxeres aquila	
WTSP	White-throated Sparrow	Zonotrichia albicollis	558
WTST	White-throated Shrike-Tanager	Lanio leucothorax	
WTSW	White-throated Swift	Aeronautes saxatalis	425
WTTO	White-throated Towhee	Pipilo albicollis	
WTTR	White-tailed Tropicbird	Phaethon lepturus	112
WVEU	White-vented Euphonia	Euphonia minuta	
WVPL	White-vented Plumeleteer	Chalybura buffonii	
WWBE	White-winged Becard	Pachyramphus polychopterus	
WWCR	White-winged Crossbill	Loxia leucoptera	522
WWDO	White-winged Dove	Zenaida asiatica	319
WWJU	White-winged Junco	Junco h. aikeni	566
WWPA	White-winged Parakeet	Brotogeris versicolurus	
WWPU	White-whiskered Puffbird	Malacoptila panamensis	
WWSC	White-winged Scoter	Melanitta fusca	165
WWTA	White-winged Tanager	Piranga leucoptera	
WWTE	White-winged Tern	Chlidonias leucopterus	78
WWWA	White-winged Warbler	Xenoligea montana	
XAHU	Xantus's Hummingbird	Hylocharis xantusii	440
XAMU	Xantus's Murrelet	Synthliboramphus hypoleucus	25
YBBU	Yellow-breasted Bunting	Emberiza aureola	
YBCA	Yellow-billed Cardinal	Paroaria capitata	592.29999999999995
YBCH	Yellow-breasted Chat	Icteria virens	683
YBCO	Yellow-billed Cotinga	Carpodectes antoniae	
YBCR	Yellow-breasted Crake	Porzana flaviventer	213.09999999999999
YBCU	Yellow-billed Cuckoo	Coccyzus americanus	387
YBEL	Yellow-bellied Elaenia	Elaenia flavogaster	909.89999999999998
YBFL	Yellow-bellied Flycatcher	Empidonax flaviventris	463
YBIC	Yellow-billed Cacique	Amblycercus holosericeus	
YBLO	Yellow-billed Loon	Gavia adamsii	8
YBMA	Yellow-billed Magpie	Pica nuttalli	476
YBOR	Yellow-backed Oriole	Icterus chrysater	
YBPA	Yellow-billed Parrot	Amazona collaria	
YBSA	Yellow-bellied Sapsucker	Sphyrapicus varius	402
YBSE	Yellow-bellied Seedeater	Sporophila nigricollis	918.20000000000005
YBSI	Yellow-bellied Siskin	Carduelis xanthogastra	
YBSV	Yellow-browed Shrike-Vireo	Vireolanius eximius	
YBTA	Yellow-backed Tanager	Hemithraupis flavicollis	
YBTE	Yellow-billed Tern	Sternula superciliaris	
YBTY	Yellow-bellied Tyrannulet	Ornithion semiflavum	
YBWA	Yellow-browed Warbler	Phylloscopus inornatus	
YCBI	Yellow-crowned Bishop	Euplectes afer	
YCCH	Yellow-collared Chlorophonia	Chlorophonia flavirostris	
YCEU	Yellow-crowned Euphonia	Euphonia luteicapilla	
YCNH	Yellow-crowned Night-Heron	Nyctanassa violacea	203
YCPA	Yellow-crowned Parrot	Amazona ochrocephala	
YCTY	Yellow-crowned Tyrannulet	Tyrannulus elatus	
YEBI	Yellow Bittern	Ixobrychus sinensis	
YEFL	Yellowish Flycatcher	Empidonax flavescens	
YEGR	Yellow Grosbeak	Pheucticus chrysopeplus	596.10000000000002
YEJU	Yellow-eyed Junco	Junco phaeonotus	570
YEPI	Yellowish Pipit	Anthus lutescens	
YERA	Yellow Rail	Coturnicops noveboracensis	215
YETO	Yellow-eared Toucanet	Selenidera spectabilis	
YETY	Yellow Tyrannulet	Capsiempis flaveola	
YFCA	Yellow-fronted Canary	Serinus mozambicus	533.20000000000005
YFGR	Yellow-faced Grassquit	Tiaris olivaceus	603.20000000000005
YFGU	Yellow-footed Gull	Larus livens	49.100000000000001
YGFI	Yellow-green Finch	Pselliophorus luteoviridis	
YGGR	Yellow-green Grosbeak	Caryothraustes canadensis	
YGTY	Yellow-green Tyrannulet	Phylloscartes flavovirens	
YGVI	Yellow-green Vireo	Vireo flavoviridis	625
YHBL	Yellow-headed Blackbird	Xanthocephalus xanthocephalus	497
YHCA	Yellow-headed Caracara	Milvago chimachima	
YHPA	Yellow-headed Parrot	Amazona oratrix	
YHWA	Yellow-headed Warbler	Teretistris fernandinae	
YLGU	Yellow-legged Gull	Larus cachinnans	
YLPA	Yellow-lored Parrot	Amazona xantholora	
YMFL	Yellow-margined Flycatcher	Tolmomyias assimilis	
YNAL	Yellow-nosed Albatross	Thalassarche chlororhynchos	83
YNPA	Yellow-naped Parrot	Amazona auropalliata	
YOFL	Yellow-olive Flycatcher	Tolmomyias sulphurescens	
YPWA	Yellow Palm Warbler	Dendroica p. hypochrysea	672.89999999999998
YRCA	Yellow-rumped Cacique	Cacicus cela	
YRWA	Yellow-rumped Warbler	Dendroica coronata	
YSBL	Yellow-shouldered Blackbird	Agelaius xanthomus	500.19999999999999
YSFL	Yellow-shafted Flicker	Colaptes a. auratus	412
YSGR	Yellow-shouldered Grassquit	Loxipasser anoxanthus	917.60000000000002
YTBT	Yellow-throated Bush-Tanager	Chlorospingus flavigularis	
YTBU	Yellow-throated Bunting	Emberiza elegans	
YTEU	Yellow-throated Euphonia	Euphonia hirundinacea	
YTFI	Yellow-thighed Finch	Pselliophorus tibialis	
YTOR	Yellow-tailed Oriole	Icterus mesomelas	
YTVI	Yellow-throated Vireo	Vireo flavifrons	628
YTWA	Yellow-throated Warbler	Dendroica dominica	663
YUFL	Yucatan Flycatcher	Myiarchus yucatanensis	
YUJA	Yucatan Jay	Cyanocorax yucatanicus	
YUNI	Yucatan Nightjar	Caprimulgus badius	
YUPO	Yucatan Poorwill	Nyctiphrynus yucatanicus	
YUVI	Yucatan Vireo	Vireo magister	
YUWO	Yucatan Woodpecker	Melanerpes pygmaeus	
YUWR	Yucatan Wren	Campylorhynchus yucatanicus	
YWAR	Yellow Warbler	Dendroica petechia	652
YWCA	Yellow-winged Cacique	Cacicus melanicterus	
YWTA	Yellow-winged Tanager	Thraupis abbas	
YWVI	Yellow-winged Vireo	Vireo carmioli	
ZARA	Zapata Rail	Cyanolimnas cerverai	
ZASP	Zapata Sparrow	Torreornis inexpectata	
ZAWR	Zapata Wren	Ferminia cerverai	
ZEBD	Zebra Dove	Geopelia striata	315.30000000000001
ZEND	Zenaida Dove	Zenaida aurita	317
ZTHA	Zone-tailed Hawk	Buteo albonotatus	340
